v,f0,f1,f2,f3,f4,ulx,uly,llx,lly,t1x,t1y,t2x,t2y,t3x,t3y,t4x,t4y,mnix,mniy,mnmx,mnmy
IY,96.7302,507.442,1827.68,2550.73,3773.91,14383,17602,11509,-16226,-17682,-3318,-24089,11900,-32884,20733,-49126,23071,-525,-7765,-42832,-1974
AE,93.5635,219.25,1641.81,2352.11,3484.72,14178,17972,10681,-18925,-14273,1773,-23083,11875,-31521,19983,-47362,22541,-204,-6859,-42327,-1635
IY,93.7361,301.421,976.209,1812.08,2885.97,14190,17173,7991,-21179,-14290,4564,-23129,13279,-32774,19841,-48591,23741,-1023,-5316,-44175,20
AE,89.7441,617.969,1586.05,2140.57,3392.92,13006,17062,4321,-27085,-17189,-3254,-27927,5727,-39526,13363,-54615,16854,-1683,-10300,-43856,-3373
AE,0,272.381,1221.84,2598.1,3430.38,12236,16718,5272,-25085,-15848,-1235,-28816,6009,-40586,11757,-54515,14608,-2148,-9480,-44218,-2800
AE,89.9439,718.65,1608.07,2292.34,3368.65,11793,15064,677,-35092,-15220,-11132,-27887,-3318,-40278,7229,-53092,13102,-2477,-17333,-43558,-7987
IH,101.734,488.809,1672.44,2406.45,3682.61,13551,18818,9267,-23567,-11197,1841,-23596,7420,-34914,14507,-49250,18356,-38,-6277,-42193,-258
AH,97.5452,872.093,1458.01,2429.02,3328.24,14497,19078,7541,-28004,-14761,-2506,-27011,2507,-38273,8720,-51753,11793,-1386,-10295,-43127,-3145
IH,84.4417,217.298,1836.42,2812.48,3732.86,14407,19136,7676,-24140,-11173,744,-22687,7072,-32764,16877,-47869,22558,-1656,-6957,-44060,-607
AE,88.999,753.579,1689.83,2310.05,3615.76,13289,16957,4479,-32666,-14814,-10239,-28062,-1289,-39619,9374,-51767,15933,-2916,-18110,-44605,-8277
IH,92.9499,194.886,1451.77,2314.89,4361.96,14595,19489,8817,-21374,-12400,6894,-25850,10785,-35690,17240,-49833,20157,-1245,-4970,-43758,1029
AH,113.309,615.306,1542.2,2392.36,3705.13,14196,18124,4447,-26307,-16216,280,-29372,7892,-40419,12563,-54336,13725,-1218,-6447,-43951,-230
IH,99.2275,484.458,1191.58,2457.97,2958.78,15528,19009,9869,-20915,-14548,3568,-26806,5076,-39075,9042,-53579,13344,-1887,-5578,-45290,543
IH,93.9154,573.934,1958.93,2492.99,3534.3,14191,18627,6242,-25119,-11655,-328,-22741,6101,-33417,16742,-48580,21047,-1681,-7941,-44429,-1559
AE,107.47,587.775,1575.43,2299.49,3126.56,15074,16484,6939,-24408,-21585,-1072,-29746,11451,-39300,18639,-53814,19402,-2434,-9220,-44718,-2310
AH,108.232,439.518,1221.26,2272.48,3304.41,14657,14627,8419,-22286,-14407,-1939,-27578,267,-40069,7294,-54159,13073,-1673,-8262,-44381,-1866
UX,105.67,326.241,1099.11,1896.95,3024.47,16686,15039,11901,-17158,-19091,9944,-27813,19215,-37439,24056,-50740,22010,-2144,-8335,-44347,-1889
AH,97.0429,482.611,1102.99,2074.85,2879.71,14294,15272,7354,-23970,-21998,-6226,-32547,2898,-42497,9803,-56874,14359,-2328,-10810,-44819,-3400
IH,98.9586,328.582,2192.42,2765.68,3498.12,15033,13997,6622,-19693,-24968,13364,-35503,16982,-46055,20193,-60015,16445,-2430,-7503,-44904,-936
IH,0,311.836,1472.93,2837.4,4287.83,12945,18053,10021,-15173,-12050,-2404,-23347,6036,-33916,15030,-48473,18662,-749,-8888,-43175,-2366
AE,106.509,477.148,1406.55,2308.84,3759.54,12406,17078,2403,-28756,-18790,-2019,-30194,1521,-41284,9345,-54971,13293,-1708,-8136,-44208,-1775
AE,100.522,532.203,1544.34,2457.92,3701.93,13003,18151,5301,-25016,-14200,-44,-25824,6794,-38430,12304,-53146,14228,-1343,-6099,-43817,-263
AH,103.323,308.456,1431.44,2295.09,3029.86,13427,15534,9559,-19862,-23579,-580,-34506,7420,-45389,14166,-59312,15725,-1393,-6078,-43913,-348
AE,96.8835,653.221,1510.34,2346.3,3385.14,12724,18995,3402,-29071,-19259,-3933,-29326,3911,-39665,11262,-53446,14656,-433,-9240,-42906,-2365
AA,115.796,701.437,1258.47,2651.41,3471.18,13813,17137,6551,-29008,-22681,-4225,-34629,227,-45258,5787,-57441,9852,-1660,-11634,-44280,-4654
AA,109.393,690.643,1270.53,2220.26,3378.87,13655,16722,5311,-28324,-17109,-2545,-30571,2147,-42651,6676,-55474,9064,-1908,-8613,-44918,-2572
IY,102.204,503.789,1545.67,1921.85,2870.38,15136,18113,10552,-19678,-23109,11011,-32354,19404,-43193,22790,-56548,16612,-384,-5744,-43925,-504
IY,103.38,302.243,1985.5,3095.7,3272.41,15116,17214,10949,-20415,-14293,3795,-24444,16008,-34322,23372,-51000,21488,-145,-5495,-43480,-626
UX,91.4653,360.399,1099.5,1368.27,2502.95,16014,16214,11229,-17443,-22156,10604,-32202,16882,-42805,20004,-56164,15874,-1456,-6533,-44640,-1163
EH,80.5605,627.582,1513.47,2200.79,3562.38,14278,17168,6388,-28123,-16775,-2653,-27531,5291,-38820,11199,-53216,13865,-1116,-10726,-44395,-3998
UX,131.617,353.03,1465.56,2592.55,3697.76,15697,19164,13603,-15846,-15254,1215,-25453,11828,-35731,19264,-52785,24403,-471,-4280,-43876,318
AE,117.091,656.778,1507.66,2224.17,3231.47,13779,18032,6841,-25720,-16231,-3048,-27061,5561,-37084,13614,-51404,17978,-2071,-8799,-45261,-2311
IY,101.336,325.335,1856.35,2420.7,3609.48,14324,19169,9285,-20235,-14640,4267,-25073,15314,-35401,22903,-51758,23616,-488,-4879,-44134,125
IH,91.1573,261.337,1576.76,2504.53,3518.39,13741,17562,10807,-17596,-12669,6532,-25656,10337,-37820,14685,-52581,16738,-816,-5193,-44492,-26
AH,86.3894,623.328,1481.25,2805.56,3434.5,13790,18192,7395,-26527,-17488,-5432,-29052,1398,-39406,10437,-54042,15960,-1041,-9525,-43804,-3664
IY,85.5324,169.053,1801.63,2358.5,4213.69,15459,19101,11007,-22114,-14329,3328,-23757,15389,-34174,22371,-49483,23239,1953,-7509,-40800,-2157
AH,80.9776,259.132,1145.45,2398.65,3137.45,14032,18204,11084,-15763,-16367,6624,-27977,9337,-38869,13258,-52334,14979,-2547,-8045,-45701,-2041
IH,93.9207,290.276,2160.95,3540.33,3808.23,16252,14517,6243,-23106,-16266,-5972,-25350,6131,-35836,18566,-52946,23915,-2414,-8375,-45340,-1764
AH,90.7713,340.738,1092.25,1812.56,2565.29,14279,16527,13612,-13229,-19832,6162,-30078,15264,-41919,18145,-55977,16307,-2185,-7163,-45411,-1378
AO,89.8195,657.032,1220.38,2096.36,3432.52,16791,18753,8701,-24553,-20976,-4631,-33227,1073,-42057,7497,-52997,15011,-2603,-11330,-45721,-4197
IY,84.9785,405.803,2135.06,2583.14,3441.38,15358,18950,9037,-24885,-12783,2641,-22964,14080,-33025,22640,-49602,23383,-51,-6673,-43565,-1460
AE,0,206.857,1673.35,2427.33,3745.94,13471,17764,10058,-23501,-14592,1713,-26292,4838,-36821,10505,-50816,11673,-1152,-12071,-44057,-5484
AA,92.7059,545.698,1333,1850.34,2919.45,15205,18398,8899,-21750,-21932,1972,-31133,9266,-42736,12101,-57779,13603,-1987,-7507,-45723,-1311
EH,89.5221,462.824,1647.22,2486.84,3444.05,13165,17532,4328,-29235,-14572,-5637,-25952,3149,-36855,10543,-51765,14225,-716,-10254,-43768,-3821
AH,102.301,337.658,1506.6,2403.61,3708.59,14165,18199,9988,-21298,-11370,5517,-25244,9903,-37114,14263,-51415,14407,624,-4709,-43217,51
IY,97.8098,227.818,1171.86,2150.17,3100.15,14982,18272,13367,-19705,-13187,2096,-23554,14281,-33052,21900,-49439,23361,730,-6986,-42203,-1930
AA,97.8676,265.686,1039.35,2997.22,3932.01,13363,17380,5389,-28305,-19870,-6486,-34527,-466,-45622,6280,-57865,10161,-2117,-10902,-45422,-3790
IH,89.6728,773.542,1785.54,2667.71,3810.37,13546,18239,10449,-19196,-12343,5844,-25699,11416,-37326,15527,-51337,17894,-161,-3874,-43602,609
AE,94.5506,578.856,1532.56,2684,3416.9,12681,19318,6478,-25835,-13139,-8269,-23672,1495,-32401,12945,-47303,20421,-903,-10960,-44026,-4544
AA,88.8994,219.381,1185.99,2614.03,3705.22,15992,19991,11051,-21264,-17153,3542,-28182,7068,-39618,11221,-52978,14869,-1359,-8445,-44769,-2581
IH,77.7116,1283.56,1843.42,2932.41,3840.83,15337,19425,7158,-24187,-11743,384,-21774,8062,-31718,17219,-49926,23936,-2183,-6332,-45993,-1075
IY,113.555,206.789,2572.58,3471.8,4258.83,14612,17667,9112,-23269,-12501,2232,-23142,10288,-34508,17522,-49234,22591,-899,-6122,-45339,-664
IY,98.5918,291.92,1022.27,1660.08,2862.77,15401,17969,11323,-21100,-14944,3236,-24170,15115,-34299,22045,-49419,23113,63,-6658,-43756,-1419
IH,0,298.219,1312.51,2286.34,3985.6,14376,19102,10287,-19221,-13287,6770,-25604,13380,-36368,17952,-51119,18831,-162,-3801,-44173,886
UX,95.984,335.088,1742.3,2159.02,2855.31,16916,18113,15132,-15359,-17194,-2222,-25471,9863,-35638,19545,-51237,24997,-2,-5291,-43542,-294
IH,88.5498,386.641,2323.37,2948.04,4195.56,16531,18710,11094,-20134,-18852,9246,-29261,16283,-39559,21037,-53481,20236,-65,-4922,-43748,45
AE,69.6416,309.177,1172.68,2646.13,3677.71,14721,18753,7077,-25403,-17350,4724,-26863,13026,-37448,18699,-52649,16771,-1554,-7652,-45281,-1351
UW,94.9837,359.834,1847.76,2368.31,3942.47,17482,20559,9496,-18537,-17278,1575,-27097,9883,-38040,16548,-51871,19532,-489,-4927,-44068,-51
EH,102.205,592.575,2125.71,2742.87,3871.54,13053,17728,4563,-26925,-12812,-3387,-26279,6000,-37805,12078,-52290,15534,-1822,-6994,-45452,-1372
IH,0,330.458,2002.59,2965.38,3937.92,13781,18334,7348,-24547,-16281,-814,-25587,9665,-35285,17326,-49512,20827,-1064,-6736,-44721,-1392
AO,84.5382,974.352,2198.41,2910.48,4150.69,15042,18969,10740,-21779,-20321,-4785,-33299,2309,-43151,9578,-54794,16651,-2429,-10120,-45723,-3787
AH,0,433.024,1745.68,2854.56,3718.39,14339,15503,10505,-19142,-17025,961,-30038,4800,-40365,9269,-54685,14282,-1008,-5970,-44552,-790
IH,95.9622,234.33,1922.69,3472.27,4270.88,15574,18283,13214,-17017,-16828,-1087,-27833,5373,-38533,10640,-52522,15902,-291,-5443,-43767,-625
AE,81.6529,260.539,2166.94,2454.58,3715.49,15301,17868,7112,-24770,-23715,5992,-33488,14644,-43908,18659,-57068,13339,-1933,-9845,-44936,-3547
IH,113.177,220.346,1722.1,2537.87,3093.71,16692,15788,8092,-23248,-19220,-1301,-28243,9734,-37878,18997,-51773,22460,-2672,-8919,-46094,-2929
AA,109.682,560.013,1375.74,2391.53,3457.04,13446,17985,2658,-31621,-20114,-4273,-32689,4380,-42406,11584,-55668,14452,-2483,-10640,-45872,-3500
IY,101.879,199.668,1483.7,2371.54,3663.85,15520,19594,14219,-16913,-20768,5183,-27883,16701,-37317,22866,-52314,20943,2105,-5891,-41566,-1380
AH,0,382.878,1744.54,2798.72,3619.78,13466,17165,10555,-16383,-11075,-22,-24878,8420,-36242,11898,-51023,14803,-1549,-6110,-45106,-909
IH,0,171.412,1581.25,3014.4,4094.76,13832,17964,6343,-24821,-13334,5676,-24420,14626,-35186,22664,-51046,24677,-1777,-7017,-45141,-1247
IY,0,238.107,1569.03,2264.45,2994.63,13252,16536,7871,-22425,-12377,411,-21515,12239,-31333,21611,-48786,24897,-1515,-6222,-44798,-532
UX,0,345.642,1654.47,2375.49,3772.6,13950,15744,10897,-16997,-15827,7350,-25850,13405,-35359,18957,-49184,20217,-1360,-5068,-45150,-124
IH,76.3099,385.747,1585.85,2418.79,3578.67,13801,18310,9449,-19874,-13121,5448,-25878,10096,-36781,15302,-50940,16595,-1187,-4885,-44939,-42
IY,103.825,332.71,908.813,2143.6,3073.18,14754,16886,10305,-19940,-16746,3868,-25719,15696,-34817,22389,-49058,21901,-891,-6383,-44238,-1492
IH,80.9998,410.752,1416.9,2316.12,3728.57,14737,16222,12194,-16975,-10922,3305,-24602,7761,-35415,13926,-50330,17819,-510,-5241,-44236,-689
EH,120.295,431.171,1348.2,3032.45,3587.89,13503,18598,8403,-23204,-11487,-3229,-24937,7528,-37583,12631,-52185,17443,-990,-6359,-44511,-1007
AH,0,330.552,1274.4,2842.69,3852.78,16117,16816,11210,-24015,-11703,-4220,-26102,608,-38213,7444,-53257,17704,-2827,-12568,-46530,-5233
AH,80.9181,556.876,1649.64,2730.87,3579.67,13829,18172,10044,-19170,-17792,6402,-29806,9908,-40582,14647,-54178,16867,-2230,-8362,-45630,-2214
AH,78.0268,255.247,2144.88,3168.43,4017.82,15227,19939,7498,-27450,-19481,-3354,-32424,2111,-44262,6731,-56873,9734,-553,-9972,-44299,-3249
IY,119.057,340.32,2243.67,2764.67,3607.48,14346,19444,7721,-26939,-11669,1689,-22653,11897,-30879,21420,-46207,24226,-635,-7339,-42515,-2313
IH,95.0425,222.282,1201.72,2218.98,4014.92,13912,15405,12022,-18047,-11699,226,-24645,5291,-36357,13383,-51515,17230,-1463,-6697,-43960,-1491
EH,109.929,576.095,1065.52,2210.65,3212.39,14342,18179,9035,-23784,-12719,-1819,-28000,1939,-41624,7466,-55830,12998,-1967,-8327,-44121,-2833
AE,102.46,751.176,1645.5,2265.31,3206.44,13602,16432,5524,-34764,-14796,-12615,-27796,-1451,-39753,9292,-51988,15138,-1244,-19839,-42061,-11207
AO,97.4018,576.284,1105.3,1973.26,2883.03,17258,20186,13626,-16835,-24764,-1702,-32886,10243,-42030,17922,-56236,19424,-843,-8559,-42863,-3267
IH,100.065,254.285,1158.68,2025.59,2727.34,13728,11444,11551,-15985,-20036,5253,-30124,13115,-40289,18518,-54230,15693,-1963,-8617,-44175,-2976
AO,103.964,499.14,1004.2,1756.76,2735.01,18133,17279,13223,-16522,-26218,3103,-33507,15348,-43441,21456,-57972,21141,-1159,-7949,-43390,-2442
IY,99.7034,441.217,1919.16,2469.39,3222.96,15835,17752,10491,-22911,-20011,3774,-29276,13796,-38880,19959,-53798,18297,94,-9781,-41826,-3988
UX,105.284,287.423,1750.27,2251.68,3312.06,17377,19993,17787,-17204,-5494,-1463,-16923,7516,-27913,20013,-44421,23757,2432,-9436,-38853,-3942
AH,104.319,595.869,1337.08,2354.81,3453.39,13587,16296,10262,-22623,-15257,-4453,-30608,2032,-42621,8712,-56677,13891,-567,-7711,-42887,-2032
EH,116.817,515.555,1653.37,2716.71,3495.94,13994,17755,7411,-25766,-12658,1552,-25450,6673,-36819,11702,-50413,15563,-1455,-7201,-43778,-1710
IH,106.289,238.932,1526.98,2420.99,4098.26,14492,19061,11591,-19114,-17707,11703,-27425,13621,-37890,16104,-51426,12824,-366,-4790,-42306,-141
IH,108.877,442.456,2040.24,2384.18,3376.3,13839,18923,8327,-24664,-12383,1854,-23080,8804,-33437,17770,-49067,20697,-912,-6246,-42763,-1186
UX,93.0758,216.059,1176.16,2087.66,2905.08,13554,15462,12566,-18039,-12899,4235,-26027,9225,-37245,13172,-50307,15948,-628,-7572,-42465,-2172
EH,100.597,552.978,1577.31,2327.06,3002.77,13730,15790,9761,-23052,-19500,-2535,-29765,7504,-40944,12535,-55182,13710,-535,-8697,-42580,-3231
AE,88.55,737.077,1555.76,2277.98,3420.57,12571,17064,3481,-32510,-16616,-10029,-28902,-290,-40901,7911,-54907,12403,-1796,-16020,-43206,-8042
IH,107.835,316.872,2188.09,2405.01,3609.06,13136,18838,8721,-25093,-9543,585,-20987,6692,-33270,18560,-49644,22542,-200,-6831,-42219,-1426
AE,100.451,557.139,1493.28,2341.52,3368.78,13211,19072,6032,-28200,-10903,-2521,-23561,6113,-36180,13649,-52145,16574,-1313,-8470,-43529,-2289
IY,92.8913,400.747,1744.51,2304.77,3629.71,14235,18388,10694,-23856,-11045,-1837,-20938,11437,-30782,20933,-47242,23011,532,-8579,-41570,-3140
AO,98.0195,634.427,933.768,2068.75,3114.45,15769,19133,6589,-25858,-17389,-3596,-32875,240,-46333,8657,-58869,15797,-2289,-9943,-43880,-3897
IY,110.232,268.925,2199.67,2773,3271.66,14518,18015,6341,-22651,-10673,3888,-21070,12520,-31592,19079,-48686,20602,-1448,-5398,-43901,-479
IH,106.459,249.218,2214.16,3164.99,4069.99,14552,18968,5422,-24218,-14584,5172,-23113,16135,-32563,23182,-48969,24171,-1385,-5286,-43334,-687
IY,99.4049,230.571,1881.28,2461.29,3451.62,15229,17533,8945,-22316,-18309,4786,-25979,16342,-34444,23007,-49263,21982,-917,-7142,-42817,-1578
IY,102.058,478.68,1748.83,2412.12,3482.61,13583,18147,7180,-23775,-10645,4994,-22918,12884,-31772,20924,-46582,24632,-878,-6117,-43107,-898
IH,0,522.992,1566.38,2853.45,3773.73,13610,18520,7425,-24348,-11937,-119,-22554,9242,-32691,17068,-47847,21570,-1249,-6133,-43256,-899
AA,90.9181,591.051,1276.42,1863.75,2805.44,15322,18773,8136,-25203,-24650,89,-34436,7840,-45135,9931,-56457,12694,-2164,-12435,-44427,-5443
AO,130.447,467.251,1124.67,1895.59,3028.87,19066,13333,11273,-22871,-32284,5218,-39155,15114,-47958,21506,-63354,20087,-1139,-13534,-42952,-6741
EH,105.548,440.536,1290.23,2069.39,2991.28,13731,17125,9234,-22739,-11766,2293,-24635,10497,-35068,14757,-49590,16230,-1030,-5641,-43316,-984
AH,99.0925,239.554,1368.3,2394.02,4046.76,14861,19047,5350,-28567,-19531,1077,-30592,6193,-41261,11992,-55206,13328,-791,-8897,-43425,-3105
IY,94.686,239.247,1849.08,3424.49,4049.12,16658,18171,10899,-18509,-11216,1700,-23172,12381,-32573,21175,-49505,24141,-177,-4443,-42990,-54
UX,91.572,348.701,746.704,2303.28,2914.28,19798,17367,13421,-19553,-25217,-7743,-32747,4157,-42362,15174,-58422,21960,-807,-8850,-44137,-2929
EH,109.35,514.226,1711.52,2265.11,3869.53,13739,18169,6271,-26014,-12387,-4176,-24299,7054,-36796,13849,-52313,14200,-987,-6860,-43447,-1507
IH,101.903,404.473,986.984,2342.66,3327.62,16059,18924,11847,-18308,-19602,2993,-30739,8327,-40522,13816,-55144,18535,-628,-5832,-43690,-590
AA,84.0176,570.625,1210.81,1656.92,2605.87,14979,19019,11106,-21676,-22987,11150,-33876,18356,-44888,20991,-57234,15087,-1238,-9063,-43873,-3055
AO,96.4069,654.204,1064.47,2111.4,3021.63,14982,19075,13671,-21367,-22260,-9319,-36167,-1540,-46458,7329,-58458,13962,-859,-13104,-43399,-6365
IY,94.2723,253.319,1727.01,2344.66,3387.3,13954,16226,9578,-22053,-8972,180,-19105,10272,-30085,21500,-46851,24728,-1032,-6916,-43734,-1655
UW,137.505,377.205,1454.76,2447.71,3341.37,16539,16222,10117,-21723,-18509,5982,-30639,4507,-42280,11245,-55948,15508,-1198,-6388,-44044,-1456
IH,121.986,468.151,1582.54,2587.38,3614.57,15565,19401,8222,-23253,-10854,3649,-24223,7073,-35889,13082,-50736,14957,-1019,-4613,-43915,-174
AH,109.33,493.521,1338.33,2790.69,4141.2,16750,16841,11647,-20748,-21168,-5913,-32115,4058,-42565,14271,-57263,18937,-1008,-9084,-43570,-3230
IY,96.805,447.459,1791.41,2155.75,3156.36,15268,18045,12094,-21701,-16175,-3139,-23487,10992,-32480,19799,-47184,22753,2013,-10932,-40051,-5335
IY,136.992,274.503,2055.69,2426.18,3503.31,14938,18020,7547,-25131,-12590,-97,-23464,12118,-33996,22319,-51273,22019,-290,-5394,-42806,-1041
AA,110.044,679.718,1439.23,2246.41,3258.19,14178,17954,6493,-28474,-16145,-4897,-29471,861,-41579,7115,-53859,10595,-455,-9812,-42768,-3846
IH,111.87,317.654,2043.3,2469.16,3452.33,14032,18355,8537,-22048,-12024,-751,-21749,9581,-33380,21119,-50445,24999,-1759,-5776,-44615,-637
AH,99.6256,521.113,1278.89,1973.05,3259.79,16046,17330,13991,-16372,-21469,6806,-31748,13230,-42287,17335,-55487,17325,-936,-7359,-43706,-1963
EH,85.9876,415.021,1008.96,1849.81,2795.6,15930,14104,10500,-19514,-19945,3762,-29084,14515,-39039,18904,-53425,16174,-1850,-7853,-44165,-2568
AO,85.3202,641.865,2013.95,2893.41,3840.78,18838,15277,15139,-17085,-33469,-6561,-37393,9191,-45063,18405,-59567,22341,-437,-15183,-42381,-7998
AE,0,309.431,1397,2687.19,3794.34,14078,18514,7536,-26020,-12985,-420,-24328,8671,-34337,15266,-49089,19210,-851,-6429,-43403,-1457
UX,90.476,300.735,714.742,2227.24,3085.8,18767,18199,15323,-17962,-23256,-6647,-31378,6432,-41174,16953,-57535,23693,542,-7988,-41667,-2863
EH,113.188,658.385,1625.11,2172.25,3483.93,12938,16866,5706,-26006,-13024,-1095,-26118,6995,-37659,11420,-53125,13356,-846,-7596,-43063,-2849
EH,101.815,567.996,1766.7,2484.49,3552.06,13676,16947,9715,-28028,-10901,-5697,-22153,-1736,-30174,8532,-43762,15686,715,-13814,-42971,-7157
AO,98.0333,613.149,886.111,1905.05,3035.51,15783,20966,11067,-23213,-20210,-8449,-31600,-2111,-41371,4974,-53896,14708,-3573,-15097,-45537,-7533
AO,99.5228,601.624,1055.96,1893.46,2820.03,20197,23368,14262,-19160,-26604,-3869,-32636,9735,-41843,17497,-56608,19311,-464,-9542,-43625,-4074
AO,88.9412,464.932,926.111,1818.26,2604.34,18577,18156,13033,-18656,-28402,-620,-34467,11409,-43471,18546,-57536,20085,-1220,-8869,-44368,-3180
IY,73.3202,549.129,1849.96,2295.06,3277.47,15292,18226,9184,-26025,-23117,7439,-32858,14609,-43075,19124,-56145,18470,-125,-10839,-43427,-4896
AE,99.596,732.424,1615.09,2373.4,3520.93,12347,15860,3417,-29769,-13666,-7296,-26331,-2742,-37868,6265,-50789,11312,-1294,-15584,-43928,-8148
AH,108.295,549.103,1401.47,2958.93,3854.5,15083,17768,5957,-30013,-26021,-1770,-37530,3787,-47395,10173,-60504,13102,-2283,-11927,-44368,-5532
UX,94.3434,321.497,1441.32,2244.66,3289.17,18576,17898,10389,-19979,-13696,-233,-24846,11286,-35900,20358,-50379,22667,-1818,-7447,-44186,-2422
IY,93.9232,329.132,2124.44,2664.68,3410.31,15303,17968,8039,-24266,-13552,-17,-22012,12876,-31316,21670,-47425,23325,-1525,-8939,-43968,-3618
AO,98.0618,420.083,739.135,1958.81,3041.5,19694,16537,12719,-19399,-35189,-5832,-40099,7651,-48025,17377,-61446,23456,-2350,-13137,-44291,-6836
IH,101.333,393.792,1835.86,2259.31,3435.02,14618,19354,5333,-28274,-10110,-2504,-22312,6195,-33695,14216,-49155,18213,-1101,-7500,-43595,-2549
EH,98.3415,617.269,1342.47,2160.42,3349.43,13724,18133,7459,-26487,-10881,-4509,-24811,4007,-38551,8978,-53890,11643,-1262,-8941,-43710,-4132
EH,101.766,581.063,1699.21,2730,3529.21,14224,18091,8849,-23408,-13210,551,-24265,8824,-33584,17680,-47855,20575,-1254,-7519,-43633,-2770
IH,74.4753,331.356,887.095,2176.86,3337.35,13807,17664,7376,-25186,-17775,3477,-29270,1661,-42444,5757,-55231,11513,-2513,-8815,-45281,-3356
EH,97.6265,534.482,1315.17,2213.34,3268.37,13731,17324,3181,-30460,-13589,-2084,-25609,1105,-37892,5282,-51228,9487,-1771,-10809,-44478,-5256
EH,94.6753,578.048,1096.77,2180.65,3164.86,15263,17969,6350,-28599,-17350,-3217,-29420,2997,-40776,10532,-53415,16290,-2201,-11096,-44407,-5388
IY,83.4542,264.446,2064.53,2697.64,4024.88,14556,18322,7082,-24457,-13994,1345,-22646,13877,-32047,22757,-49912,24822,-904,-6529,-43899,-1822
AO,100.209,293.193,1591.65,1654.83,2601.3,19722,18235,12701,-18239,-32331,2790,-40757,16216,-50579,21586,-63768,21339,-2066,-11147,-44411,-5387
IY,87.4996,250.111,2200.83,2663.85,3393.27,14975,18578,5022,-27074,-14334,2119,-23558,14253,-33348,22830,-49923,24834,-1120,-6293,-43761,-1549
IH,99.9539,412.03,1558.26,2316.42,3861.54,14343,18706,8848,-19973,-10589,-1179,-21598,6988,-31657,16380,-46126,19911,-1359,-9374,-43733,-4257
IY,84.3106,258.591,2072.15,2573.69,3530.58,14158,18431,5353,-25616,-13295,3100,-22901,14154,-32590,22687,-47932,24667,-1065,-6859,-43451,-2514
IH,0,352.509,1999.41,3018.66,4176.88,14546,19472,6227,-25205,-12861,-569,-23544,9909,-34644,17902,-50515,21650,-1214,-5490,-43801,-1322
IY,87.2129,233.898,1811.96,3487.92,3953.37,14454,18941,8006,-24758,-14814,2976,-23563,14173,-32785,22437,-48701,24623,159,-6136,-42520,-2134
EH,93.0971,285.958,1333.47,2008.63,2922.95,13696,17885,8251,-21654,-11727,-3940,-25140,5207,-37801,10319,-52247,13002,-811,-7859,-43504,-3112
IY,84.4552,188.607,1899.04,2657.76,3514.97,13749,17838,7152,-23208,-13574,2215,-23205,13936,-33368,22797,-49960,24884,-635,-4999,-43665,-483
IY,83.1293,235.615,2170.94,3134.92,3859.02,13940,18215,8803,-23782,-15910,-248,-23310,13981,-32781,22652,-49887,24757,516,-6328,-42749,-1909
IY,87.6309,255.456,1986.94,2749.09,3476.91,13850,18198,8487,-22869,-13782,1483,-22302,13438,-31584,21944,-48251,24376,-389,-5842,-43186,-1809
EH,94.1419,478.466,2061.23,2632.78,3633.37,15445,17131,7364,-27186,-22555,-2086,-33247,4552,-43229,13202,-56637,17691,-1402,-10855,-43794,-5115
IY,79.462,167.863,1178.74,2259.53,3069.97,14018,17822,5626,-27557,-12064,2217,-21992,11713,-31800,20255,-46486,23328,-811,-9188,-43339,-3778
IH,99.4927,506.216,1411,1952.21,2999.96,14532,16414,9899,-23620,-16861,4420,-26404,9517,-35133,15700,-48625,18031,-2332,-9703,-44357,-3576
EH,105.307,639.086,1199.66,2146.34,3364.97,14066,18551,7180,-26700,-15318,-246,-27868,5140,-39953,8097,-52615,12114,-2969,-9843,-45215,-3538
AE,88.5889,701.355,1572.31,2305.99,3408.86,13107,16546,4380,-30787,-18178,-6774,-28256,1775,-38366,8821,-50307,14155,-1691,-14741,-43400,-7468
AA,98.3329,569.951,1320.12,1993.26,2898.55,14020,18195,6685,-29843,-17865,-6811,-29446,-847,-39302,7910,-52846,14265,-2218,-13074,-44549,-6282
AE,96.4192,713.742,1620.66,2315.05,3593.25,13238,17766,3012,-33892,-13215,-8282,-25703,-3907,-37028,4308,-49457,9589,-940,-15202,-42767,-7861
UX,105.286,298.173,1233.04,2336.28,3107.07,18642,21155,11450,-20448,-19174,7760,-29941,17337,-39268,23433,-53597,23804,-845,-5639,-43793,-1332
AE,98.408,728.187,1616.95,2300.68,3381.58,13131,16702,461,-34419,-18813,-9341,-30508,338,-41134,9408,-53062,15749,-4160,-17206,-45494,-9279
IH,105.257,529.119,1554.13,2331.5,3298.01,14079,18004,8417,-24352,-16894,2646,-28243,9498,-38810,14800,-52655,14925,-991,-7026,-42730,-2171
EH,75.2096,222.567,1584.88,2416.9,3941.01,13835,17140,8959,-20745,-16014,9918,-26236,11403,-37658,13062,-50359,11340,-594,-5313,-43145,-1142
AO,112.706,461.018,1001.55,1756.06,3004.46,19956,17620,12094,-19465,-36533,5119,-43405,14227,-52086,20110,-65735,19437,-2214,-10949,-44083,-4482
IY,111.803,280.105,2047.67,2752.5,3628.28,15175,17422,8277,-23472,-11683,2116,-21823,13838,-31368,21991,-48952,21793,-491,-5584,-42781,-863
EH,109.282,566.31,1397.25,2217.13,3313.29,13168,17891,5173,-28420,-12396,-4046,-25621,3825,-37039,10277,-51507,13305,-1142,-8938,-43163,-3072
